1000 9940
757 949 -7
558 8 159
642 22 84
582 468 -25
497 626 59
279 369 34
605 516 -11
352 204 -36
940 52 133
981 461 29
121 888 55
959 431 72
306 379 72
765 728 -31
325 775 111
253 598 187
318 335 77
357 72 61
257 474 92
142 604 38
869 12 115
340 675 34
758 192 21
963 126 113
866 862 151
381 863 88
175 762 71
921 823 73
24 142 -17
15 292 80
725 997 113
170 618 18
789 880 114
234 203 70
31 296 38
19 391 91
835 437 -2
176 405 -19
767 631 98
495 350 115
909 945 4
264 82 46
871 709 83
813 362 44
333 994 65
805 767 46
492 114 91
784 947 86
615 962 29
683 826 69
26 924 66
973 777 101
123 585 -6
207 670 74
77 630 45
276 981 -19
562 886 31
147 922 31
640 889 12
168 527 72
439 28 24
174 743 54
115 171 73
855 691 55
28 868 80
235 973 42
692 869 94
982 988 41
573 20 93
162 258 8
929 0 141
875 434 50
625 371 10
694 695 32
778 127 1
278 601 -49
219 266 -13
29 688 0
963 370 24
212 139 -32
21 516 -44
204 324 35
651 316 -38
953 0 46
344 646 93
133 244 70
519 516 50
308 631 130
492 401 -10
135 848 -23
929 584 144
867 2 35
493 404 -36
156 117 -11
173 67 2
441 332 6
451 867 55
593 151 38
976 431 23
915 301 -8
423 439 35
320 179 39
274 704 86
413 389 5
952 872 0
692 160 65
884 861 75
149 694 35
431 180 -3
319 741 -12
885 441 154
473 903 -27
652 894 64
894 295 92
821 850 98
423 994 42
982 709 47
498 855 -2
523 608 9
42 352 127
526 209 102
930 973 -37
109 187 47
249 399 151
995 795 42
198 283 78
109 150 81
87 767 148
128 251 82
935 614 38
128 608 90
362 314 102
905 496 42
38 631 83
570 915 101
629 256 -10
519 841 60
69 386 85
924 428 90
636 543 -11
308 741 61
10 464 20
151 353 33
482 75 76
929 329 69
219 155 27
992 409 30
142 614 -10
413 148 20
642 287 121
322 974 60
781 954 109
169 979 1
141 159 15
885 547 137
391 105 55
626 613 48
392 345 82
653 97 68
184 283 58
512 45 120
567 665 65
272 560 38
844 9 33
335 337 13
650 492 -5
286 161 107
77 858 10
204 452 53
148 97 121
990 555 121
859 793 172
30 391 11
211 300 34
739 832 115
936 577 79
667 151 51
860 397 115
477 717 112
990 591 57
221 165 27
866 349 14
437 870 -12
432 227 70
703 8 106
728 864 61
199 186 44
993 265 17
354 476 108
102 229 19
173 514 92
367 934 85
542 529 -46
477 478 -11
440 667 -11
154 170 66
912 891 -70
720 268 69
774 93 35
296 932 16
315 507 -18
503 864 -5
644 410 76
745 874 78
175 354 -37
622 501 106
704 446 24
283 594 69
214 74 112
79 524 105
673 477 58
46 142 51
634 655 51
892 78 49
102 540 106
88 228 74
890 234 2
353 532 45
46 418 17
109 749 -17
778 247 96
135 739 -42
750 296 115
680 383 33
572 523 31
352 329 75
544 358 14
842 962 -48
874 723 36
274 740 52
97 904 -3
985 991 131
416 810 145
876 362 66
103 606 105
59 942 30
770 953 11
925 82 66
32 954 69
292 112 79
504 653 27
840 543 19
93 240 61
746 725 20
496 628 -9
142 528 78
593 673 65
292 958 43
235 406 114
124 83 85
718 208 -15
491 108 92
349 536 122
437 488 -12
261 264 22
643 883 37
661 603 -67
182 925 23
541 141 62
205 148 -2
670 114 -24
390 276 145
461 227 92
578 904 55
980 215 162
33 951 50
514 228 9
451 691 115
768 357 83
728 80 45
992 207 68
75 269 22
88 820 28
723 460 91
934 52 172
319 506 -39
597 363 45
375 944 27
340 818 88
198 32 146
610 764 117
848 524 76
176 219 99
443 514 88
60 336 64
108 399 104
217 47 31
438 906 -28
690 725 55
937 980 70
118 54 83
448 930 16
838 477 122
46 583 29
207 570 15
734 531 93
313 659 -32
340 526 71
516 688 34
633 994 54
160 799 16
61 29 55
200 137 40
370 622 62
670 632 17
273 915 59
750 749 41
147 37 -37
706 102 7
992 57 70
509 287 56
655 199 3
59 288 3
568 384 -17
67 229 56
831 683 154
729 857 72
183 211 15
293 2 115
654 142 54
593 892 43
155 601 63
479 360 109
284 182 121
848 140 60
706 855 3
97 553 62
679 458 -47
576 809 32
686 803 59
159 952 96
892 422 -7
280 716 0
820 122 67
692 971 133
622 294 -12
609 954 96
985 433 47
192 936 70
544 644 6
599 126 109
801 209 10
20 41 128
285 134 65
265 41 80
394 64 53
304 951 34
164 867 -12
544 984 126
433 639 1
18 966 -30
972 88 34
850 999 126
730 164 13
631 251 3
739 568 72
956 873 44
661 351 20
85 205 -19
875 606 61
882 299 38
797 370 50
358 860 140
159 660 22
507 32 129
769 975 48
920 74 111
298 963 74
682 140 74
641 946 73
299 7 73
735 136 31
253 331 10
820 822 -7
418 112 105
709 341 21
111 577 72
150 658 57
891 541 120
962 189 76
496 664 -37
273 299 35
249 998 95
891 378 100
622 303 25
548 971 106
366 281 -49
611 467 40
531 753 8
464 997 95
173 894 64
460 133 39
981 350 151
102 783 -5
330 141 83
806 77 60
966 842 125
231 55 -36
475 307 69
919 479 88
46 923 18
747 499 169
453 760 21
721 87 75
681 832 84
388 660 -58
104 875 64
500 353 61
589 922 96
924 913 50
721 624 58
139 410 87
117 670 188
189 785 167
354 536 122
450 913 41
824 744 35
393 219 147
812 964 -9
981 727 90
922 783 2
981 590 157
739 103 50
338 284 100
123 796 63
938 959 50
596 351 33
111 683 81
360 955 45
126 538 30
781 750 74
937 590 126
168 20 71
701 743 117
890 46 -55
12 15 -12
537 485 76
937 98 123
862 918 2
212 740 30
985 936 78
320 850 -4
130 944 2
846 759 21
992 135 107
648 292 23
474 518 51
603 366 145
942 615 17
345 98 53
587 425 67
362 625 28
599 967 1
720 326 120
550 297 33
372 175 78
280 940 29
89 728 -59
708 492 54
488 96 161
279 876 70
523 353 2
60 739 33
207 106 -13
128 78 15
914 541 84
608 346 91
671 616 105
418 600 24
886 698 81
481 579 43
295 351 18
823 196 58
253 237 62
584 436 -47
64 406 42
816 115 69
902 224 85
952 275 83
469 546 44
548 24 105
684 772 -38
360 671 31
496 176 11
191 796 86
303 887 89
464 707 146
427 696 149
33 933 97
466 11 93
841 466 48
520 235 -25
439 712 46
208 989 -20
564 504 2
429 793 79
151 25 45
79 516 -20
372 192 93
549 90 23
856 291 49
583 677 34
247 645 45
110 952 52
416 510 136
89 913 42
177 737 65
566 375 92
877 423 62
693 276 106
827 720 -24
90 239 66
807 616 56
407 619 119
981 523 34
956 474 42
913 23 -2
773 13 -29
558 218 161
754 759 66
816 579 21
323 371 75
279 661 142
246 551 54
763 438 51
367 834 132
443 362 133
488 162 170
656 722 114
841 166 -29
663 826 29
318 430 25
687 250 47
720 582 70
283 351 75
266 0 91
689 921 12
844 45 107
615 621 63
555 78 29
784 154 76
769 178 124
62 433 -7
774 372 49
723 181 160
242 607 1
756 196 105
762 340 -1
456 211 62
625 436 28
899 650 113
263 691 96
973 797 59
788 760 13
95 321 70
290 636 105
935 750 30
345 317 -6
911 172 105
684 205 46
140 818 53
49 63 128
81 286 62
651 176 -30
893 936 23
192 865 37
473 593 6
581 537 84
289 444 23
298 946 110
1 324 86
63 742 16
63 529 14
287 201 30
963 656 18
487 71 89
790 336 32
22 994 51
30 689 64
840 169 48
669 145 51
561 40 86
112 890 95
333 568 61
384 972 94
746 28 66
299 887 128
551 856 -37
419 781 120
335 263 39
364 791 20
795 865 35
540 551 50
568 148 28
101 138 64
824 486 84
945 963 49
219 269 -27
852 213 -11
835 568 85
69 292 109
725 544 50
163 819 113
651 231 86
944 107 29
900 420 26
849 472 62
684 244 -65
524 442 97
636 952 49
173 944 104
153 287 67
297 305 54
683 568 38
890 821 -53
382 447 -15
876 666 77
837 697 23
197 10 -6
394 756 -43
754 892 45
327 37 16
260 68 163
427 359 37
694 961 22
465 789 -23
922 824 31
276 738 99
22 723 -4
463 723 -44
243 977 152
653 227 85
625 247 14
997 22 2
831 224 103
679 619 30
247 622 22
605 178 64
612 50 37
493 491 13
251 202 75
198 788 104
739 967 6
733 688 -32
516 923 14
754 106 55
411 919 -29
52 179 -30
840 414 18
114 838 -30
131 905 46
669 840 34
555 842 66
98 362 -1
427 915 180
919 549 91
416 404 76
444 683 52
326 136 -8
908 737 -26
740 520 33
510 849 58
924 489 -10
510 875 80
530 716 47
498 765 22
391 432 8
695 697 64
589 846 42
657 61 -12
773 898 70
771 562 -24
729 174 92
731 747 11
243 907 135
420 511 48
0 596 56
812 699 151
614 550 134
903 34 89
381 358 51
382 401 54
11 174 10
487 67 83
831 861 133
905 869 -49
938 967 77
428 90 0
782 348 109
567 640 99
949 441 126
222 226 91
457 716 92
848 389 -5
427 429 102
495 657 56
187 831 -57
337 872 89
86 543 60
942 324 26
631 296 47
138 50 -17
164 683 5
288 501 93
748 588 81
615 449 107
919 454 153
953 369 50
880 598 114
338 136 108
929 255 54
783 198 91
551 547 43
556 22 -23
642 78 30
897 354 9
976 101 -4
725 788 70
886 404 93
240 243 61
758 736 39
422 164 60
384 149 43
805 699 149
458 972 134
42 285 81
876 27 61
703 712 94
988 279 77
366 133 25
23 427 18
837 369 58
997 63 38
253 255 43
586 309 70
716 868 25
103 693 84
495 137 151
207 371 10
275 758 21
389 834 155
852 888 4
130 288 2
105 696 29
580 24 87
922 414 -30
344 112 -3
848 626 94
370 120 121
236 727 39
404 392 73
310 390 16
958 162 141
537 322 64
955 82 76
998 745 42
844 929 74
399 193 -21
777 275 35
376 781 57
915 986 52
753 909 -29
445 888 -16
735 863 131
438 436 -56
866 360 82
979 603 20
799 966 101
726 226 137
91 171 -5
642 191 80
167 5 109
651 31 -10
45 197 26
949 720 78
526 115 5
919 646 172
802 300 -45
870 49 88
564 926 102
162 106 -12
765 840 76
488 321 111
397 183 21
795 291 43
592 654 54
152 286 75
89 897 -3
610 797 77
434 837 23
215 455 -19
558 301 51
499 474 -8
63 724 54
10 431 107
714 864 61
201 857 54
981 883 53
156 604 86
596 30 48
626 624 58
530 186 40
765 776 13
779 817 -28
542 874 53
719 78 -32
407 377 45
149 288 -46
679 543 29
803 41 62
754 808 52
476 452 90
454 356 -27
755 633 -15
291 668 30
808 320 75
103 622 94
944 449 65
140 915 92
733 461 -42
69 175 83
286 289 77
21 403 59
841 639 -14
353 351 62
867 791 94
461 302 111
347 33 36
92 844 21
14 366 109
855 391 57
696 63 43
789 272 138
279 643 130
972 12 139
557 151 103
845 894 85
382 917 -4
311 535 46
739 222 40
801 369 82
182 929 8
278 503 3
40 651 69
402 960 49
782 609 136
338 105 96
694 765 98
593 211 -27
800 908 70
59 280 15
423 964 56
807 669 57
76 350 25
75 953 39
857 266 17
727 534 -34
772 411 71
425 697 -32
711 813 23
905 542 43
167 921 59
782 407 111
912 36 -8
51 265 -22
0 927 78
713 708 96
880 117 9
100
68 959
560 525
31 614
879 520
947 912
972 603
159 64
523 404
364 687
213 688
654 229
101 507
419 822
425 17
433 835
239 320
7 602
642 825
407 163
22 845
667 120
137 934
121 194
514 427
29 252
429 615
130 500
346 310
430 188
474 896
90 16
795 975
227 628
595 166
19 894
556 232
772 245
493 43
411 500
476 74
54 231
749 262
156 660
244 920
517 605
0 807
307 839
913 354
937 255
517 48
708 996
916 142
99 286
93 390
581 185
891 79
686 136
184 26
22 25
167 220
506 520
263 285
823 944
375 506
995 762
140 551
576 676
897 530
50 137
775 763
707 849
708 559
673 465
16 362
39 781
311 756
893 750
513 537
739 283
842 502
967 88
803 657
791 321
429 525
276 196
85 314
949 72
574 829
918 693
702 509
183 397
922 764
312 983
297 110
182 902
731 753
446 583
93 989
738 942
58 176
